n_samples,prompt_strategy,sentences_per_prompt,overlap,paper_id,total_triples,unique_s,unique_p,unique_o,bad_triples
8.0,PromptStrategy.PREVIOUS_SENTENCES,1.0,0.0,10.1371/journal.pbio.0030038,44.0,27.0,34.0,39.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1002198,16.0,5.0,8.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001127,17.0,17.0,13.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050254,28.0,11.0,27.0,27.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060159,12.0,11.0,11.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001555,16.0,15.0,14.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040072,6.0,5.0,5.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060202,8.0,5.0,7.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030386,6.0,5.0,6.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040157,24.0,4.0,18.0,24.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001251,13.0,13.0,12.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030079,5.0,5.0,4.0,4.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050177,11.0,1.0,11.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030339,10.0,2.0,9.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001046,10.0,2.0,10.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.3002176,15.0,9.0,15.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020363,12.0,3.0,8.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001234,15.0,15.0,7.0,5.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2001402,13.0,8.0,13.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020294,12.0,7.0,11.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0000042,5.0,3.0,4.0,5.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2005143,13.0,6.0,12.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020442,19.0,12.0,10.0,18.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020106,14.0,12.0,11.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1002593,10.0,7.0,10.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020097,9.0,7.0,7.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050138,12.0,9.0,12.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020312,7.0,2.0,6.0,7.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040379,10.0,9.0,9.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060280,23.0,8.0,18.0,21.0,1.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1002564,6.0,1.0,6.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040204,16.0,5.0,16.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060301,25.0,13.0,17.0,23.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001041,18.0,3.0,8.0,17.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040140,7.0,2.0,5.0,7.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030380,7.0,3.0,5.0,7.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2006352,22.0,12.0,18.0,22.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000536,0.0,0.0,0.0,0.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.3000970,19.0,16.0,12.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001518,11.0,1.0,10.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000313,0.0,0.0,0.0,0.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040088,10.0,9.0,10.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060079,12.0,7.0,12.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001293,8.0,6.0,8.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050077,10.0,5.0,10.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000582,20.0,4.0,15.0,20.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050184,9.0,2.0,1.0,5.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050008,15.0,7.0,14.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030085,12.0,8.0,11.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040286,14.0,1.0,14.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0000005,17.0,1.0,10.0,17.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020329,9.0,9.0,6.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000285,14.0,8.0,12.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030422,7.0,1.0,6.0,7.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050310,16.0,9.0,16.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000298,15.0,9.0,13.0,13.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000506,20.0,4.0,16.0,19.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0050157,18.0,10.0,16.0,18.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001247,8.0,1.0,8.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000564,19.0,7.0,11.0,13.0,2.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030157,14.0,14.0,11.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030092,10.0,4.0,8.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030045,12.0,3.0,9.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.3001358,11.0,4.0,6.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020057,9.0,5.0,8.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0000045,27.0,3.0,24.0,27.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001135,11.0,9.0,8.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060014,27.0,13.0,26.0,24.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2001104,16.0,8.0,14.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001613,15.0,13.0,14.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020340,15.0,11.0,14.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020421,8.0,2.0,8.0,8.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0020424,4.0,3.0,4.0,4.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2000106,16.0,10.0,16.0,16.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2002266,16.0,6.0,12.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030170,19.0,9.0,19.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2003648,11.0,9.0,11.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060025,10.0,10.0,10.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001823,12.0,6.0,10.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000131,20.0,19.0,19.0,20.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040360,15.0,15.0,15.0,15.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030314,5.0,3.0,5.0,5.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040309,12.0,10.0,11.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001871,11.0,6.0,10.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000451,10.0,10.0,8.0,10.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040415,9.0,9.0,9.0,9.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001569,14.0,4.0,10.0,4.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2003703,12.0,3.0,11.0,11.0,1.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000124,11.0,5.0,11.0,11.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030176,14.0,9.0,12.0,12.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030283,18.0,4.0,13.0,18.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2000862,9.0,7.0,6.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.2000735,22.0,11.0,18.0,21.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030007,14.0,10.0,13.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1002352,0.0,0.0,0.0,0.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001853,18.0,17.0,17.0,17.0,1.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1000144,8.0,5.0,8.0,7.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0040431,17.0,4.0,8.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0060072,14.0,3.0,13.0,14.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.1001675,7.0,4.0,5.0,6.0,0.0
8.0,PromptStrategy.SECTION_CONTENTS,2.0,0.0,10.1371/journal.pbio.0030038,14.0,13.0,12.0,14.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1002198,37.0,23.0,32.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001127,33.0,25.0,24.0,32.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050254,52.0,24.0,41.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060159,38.0,29.0,31.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001555,55.0,30.0,39.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040072,21.0,15.0,20.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060202,40.0,18.0,31.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030386,14.0,11.0,13.0,13.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040157,59.0,21.0,28.0,53.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001251,36.0,33.0,31.0,36.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030079,15.0,11.0,14.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050177,42.0,26.0,37.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030339,31.0,15.0,28.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001046,33.0,11.0,27.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.3002176,21.0,13.0,21.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020363,34.0,14.0,24.0,31.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001234,73.0,37.0,38.0,61.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2001402,39.0,24.0,30.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020294,16.0,12.0,13.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0000042,24.0,14.0,22.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2005143,53.0,27.0,44.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020442,31.0,19.0,20.0,26.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020106,18.0,13.0,18.0,18.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1002593,47.0,25.0,36.0,39.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020097,28.0,20.0,19.0,21.0,1.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050138,40.0,29.0,31.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020312,29.0,21.0,26.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040379,34.0,24.0,25.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060280,74.0,41.0,60.0,62.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1002564,40.0,21.0,34.0,39.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040204,22.0,12.0,18.0,22.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060301,58.0,24.0,43.0,52.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001041,58.0,17.0,44.0,53.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040140,10.0,2.0,10.0,10.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030380,16.0,9.0,12.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2006352,34.0,21.0,29.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000536,48.0,25.0,43.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.3000970,53.0,27.0,33.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001518,51.0,32.0,41.0,50.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000313,56.0,20.0,38.0,55.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040088,32.0,16.0,24.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060079,45.0,29.0,39.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001293,57.0,29.0,33.0,47.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050077,58.0,34.0,49.0,58.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000582,50.0,32.0,37.0,46.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050184,44.0,15.0,34.0,39.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050008,49.0,32.0,45.0,44.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030085,24.0,15.0,18.0,23.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040286,40.0,12.0,31.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0000005,35.0,22.0,27.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020329,27.0,15.0,23.0,27.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000285,32.0,19.0,27.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030422,30.0,17.0,26.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050310,45.0,17.0,30.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000298,52.0,16.0,41.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000506,66.0,43.0,53.0,64.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0050157,55.0,31.0,36.0,47.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001247,62.0,33.0,42.0,58.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000564,45.0,20.0,27.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030157,29.0,21.0,24.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030092,34.0,25.0,28.0,32.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030045,22.0,18.0,19.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.3001358,20.0,13.0,18.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020057,21.0,10.0,16.0,20.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0000045,40.0,20.0,31.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001135,32.0,21.0,22.0,29.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060014,61.0,29.0,50.0,56.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2001104,44.0,23.0,31.0,40.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001613,43.0,34.0,39.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020340,24.0,13.0,22.0,21.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020421,23.0,11.0,20.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0020424,21.0,15.0,20.0,19.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2000106,33.0,21.0,28.0,33.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2002266,56.0,26.0,39.0,49.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030170,31.0,10.0,23.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2003648,31.0,25.0,26.0,31.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060025,41.0,28.0,35.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001823,55.0,35.0,48.0,53.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000131,51.0,33.0,35.0,47.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040360,31.0,18.0,29.0,28.0,2.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030314,16.0,9.0,14.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040309,28.0,18.0,23.0,28.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001871,53.0,32.0,29.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000451,43.0,21.0,32.0,43.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040415,18.0,14.0,15.0,15.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001569,61.0,34.0,46.0,55.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2003703,35.0,17.0,31.0,30.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000124,41.0,22.0,36.0,39.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030176,19.0,14.0,14.0,16.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030283,41.0,21.0,32.0,38.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2000862,41.0,28.0,29.0,34.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.2000735,48.0,27.0,40.0,43.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0030007,38.0,20.0,36.0,35.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1002352,62.0,37.0,51.0,57.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001853,60.0,37.0,54.0,57.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1000144,39.0,23.0,32.0,37.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0040431,30.0,17.0,23.0,25.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.0060072,44.0,31.0,41.0,42.0,0.0
8.0,PromptStrategy.PREVIOUS_SENTENCES,2.0,0.0,10.1371/journal.pbio.1001675,29.0,15.0,22.0,22.0,0.0
